artist,asin,media,review_count,star_rating,title,year
Victorius,B07ZWBD899,Audio CD,60,4.8,Space Ninjas From Hell,2022
Entrails,B06ZXW2LKC,"Audio CD,MP3 Music,Vinyl",60,4.8,World Inferno,2017
Charlie Daniels Band,B0012GN2YM,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",60,4.8,Nightrider,2008
Phinehas,B075RC8DC1,"Audio CD,MP3 Music",60,4.8,Dark Flag,2017
Sleep,B007TXS56W,"Vinyl,Audio CD",546,4.7,Dopesmoker,2012
Finntroll,B0BSLSC8MT,"Vinyl,MP3 Music,Audio CD",60,4.8,Nattfodd,2023
Kix,B000002IMP,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",544,4.7,Blow My Fuse,1990
Jungle Rot,B00WH9SYQ4,"Audio CD,MP3 Music,Vinyl",60,4.8,Order Shall Prevail,2015
Jethro Tull,B000TE8BP8,"Audio CD,MP3 Music,Vinyl",60,4.8,Live At Montreux 2003,2008
1349,B07W5CHHSF,"Vinyl,MP3 Music,Audio CD",60,4.8,Beyond The Apocalypse Clear,2019
Craft,B07C5GZH44,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",60,4.8,White Noise and Black Metal,2018
Rollins Band,B00002Z847,"Audio CD,MP3 Music,Vinyl",60,4.8,Life Time,1999
Kreator,B082JQT1D1,"Audio CD,MP3 Music",60,4.8,London Apocalypticon - Live At,2020
Dio,B0000261RJ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",541,4.7,Sacred Heart,2010
Body Count,B000002MHE,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",537,4.7,Body Count,2002
Nirvana,B000000OVZ,"Audio CD,Audio CD",536,4.7,From the Muddy Banks of The Wishkah,1996
Within Temptation,B0B6L4SW8L,"Audio CD,Audio CD",537,4.7,Black Symphony,2022
David Bowie,B00001OH7R,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",536,4.7,Pinups,1999
Tarja,B07RC7MQRK,"Audio CD,MP3 Music,Vinyl",540,4.7,In The Raw,2019
Oasis,B000IMV4IW,"Audio CD,MP3 Music,Vinyl",540,4.7,Stop The Clocks,2006
Limp Bizkit,B000001Y42,"Audio CD,Paperback,Sheet music",535,4.7,"Three Dollar Bill, Y'All",1997
Blue Oyster Cult,B00000EGB1,"Audio Cassette,MP3 Music,Audio CD,Vinyl",534,4.7,Tyranny and Mutation,
Anthrax,B000002HC3,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",531,4.7,Sound of White Noise,1993
Beyond The Black,B07R37XCQ4,"Audio CD,MP3 Music",533,4.7,Songs Of Love And Death 2015,2022
Queen,B002NULL9E,"Audio CD,Vinyl",531,4.7,Absolute Queen,2010
Dio,B00004YLGU,"Audio CD,MP3 Music",523,4.7,Greatest Hits,2000
Eric Johnson,B000002UTB,"Audio CD,MP3 Music,Vinyl,Audio DVD,Audio, Cassette",524,4.7,Ah Via Musicom,1990
Andrew W.K.,B00005RY7X,"Audio CD,MP3 Music,Vinyl",525,4.7,I Get Wet,2002
Bad Company,B0017CW5BW,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",526,4.7,Desolation Angels,2008
Ted Nugent,B00000JBEG,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",524,4.7,Cat Scratch Fever,1999
Alice Cooper,B0012GN3AU,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",523,4.7,The Last Temptation,2008
Black Sabbath,B000002KGA,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",521,4.7,We Sold Our Soul for Rock 'N' Roll,1990
Whitesnake,B0027HB9UY,"Audio CD,Vinyl,Audio, Cassette",523,4.7,Slide It In: 25th Anniversary Expanded Edition, | 
Bon Jovi,B000ANVQ5K,"Audio CD,MP3 Music,Vinyl",523,4.7,Have A Nice Day,2005
Opeth,B07TPYXX6D,"Vinyl,Audio CD",522,4.7,In Cauda Venenum English Version Limited Pic,2019
Jefferson Airplane,B00028U6B8,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",521,4.7,Volunteers,2004
Golden Earring,B00005UBMU,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",520,4.7,Moontan,2006
W.A.S.P.,B073VDLC51,"Audio CD,Vinyl",518,4.7,Re-Idolized,2022
Deep Purple,B000024KRO,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",520,4.7,Purpendicular,1996
Alice Cooper,B0028R3G4U,Audio CD,522,4.7,Spark in the Dark: Best of,2012
Freddie Mercury,B00000724D,"Audio CD,Vinyl,Audio, Cassette",517,4.7,Album,2004
Fear Factory,B00YTXF0XG,"Audio CD,MP3 Music,Vinyl",511,4.7,Genexus,2015
Papa Roach,B0039TD7AO,"Audio CD,MP3 Music",514,4.7,...To Be Loved: The Best Of Papa Roach,2010
Tremonti,B008B2IIYE,"Audio CD,MP3 Music",514,4.7,All I Was,2012
Killswitch Engage,B01B682AVG,"Audio CD,MP3 Music,Vinyl",512,4.7,Incarnate,2016
Beyond The Black,B085DQB994,Audio CD,512,4.7,Horizons,2020
Dream Theater,B0002WYS6S,"DVD,Audio CD",508,4.7,Dream Theater - Live at Budokan,
Iron Maiden,B000063CP6,Audio CD,509,4.7,The Number Of The Beast,2002
Chevelle,B0002X8J3A,"Audio CD,MP3 Music,Vinyl",511,4.7,This Type Of Thinking Could Do Us In,2004
The Cult,B000007VCM,"Audio CD,Vinyl,Audio, Cassette",505,4.7,Love,2000
REO Speedwagon,B0012GMUKE,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",508,4.7,Live You Get What You Pay For,2008
Living Colour,B00452J58W,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",503,4.7,Vivid,2010
Thin Lizzy,B0000074FH,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",508,4.7,Johnny the Fox,2005
Cannibal Corpse,B09CH25B34,"Vinyl,MP3 Music,Audio CD",506,4.7,Tomb Of The Mutilated,2021
Van Halen,B000002MIB,"Audio CD,MP3 Music,Audio, Cassette",505,4.7,Live: Right Here Right Now,1993
Nightwish,B000WD66BW,"Audio CD,MP3 Music,Vinyl",503,4.7,Angels Fall First,2008
Enslaved,B0863VQ2HG,"Audio CD,MP3 Music,Vinyl",504,4.7,Utgard,2020
Thunder,B01N2QWYPS,"Audio CD,MP3 Music,Vinyl",503,4.7,Rip It Up,2017
Chevelle,B002H3EU36,"Audio CD,MP3 Music",504,4.7,Sci-Fi Crimes,2009
Good Charlotte,B0002YC65G,"Audio CD,MP3 Music,Vinyl",503,4.7,Chronicles of Life & Death/De,2008
The Rolling Stones,B00272NH0E,"Audio CD,Vinyl",502,4.7,Voodoo Lounge,2009
Thirty Seconds To Mars,B00006AFUR,"Audio CD,MP3 Music",499,4.7,Same,2002
Cheap Trick,B0012GMX9W,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",501,4.7,Cheap Trick,2008
Lynyrd Skynyrd,B002C6K7NA,"Audio CD,MP3 Music",504,4.7,God & Guns,2009
Jimi Hendrix,B000077VOS,"DVD,Multi-Format,VHS Tape",503,4.7,Jimi Hendrix: Blue Wild Angel - Live at the Isle of Wight [DVD],
Rush,B00028HBIY,"Audio CD,MP3 Music,Vinyl",501,4.7,Feedback,2004
Queen,B0000UX55W,DVD,498,4.7,Queen - Greatest Video Hits 2,
Humble Pie,B000002G9U,"Audio CD,Audio CD",496,4.7,Smokin',1990
Robert Plant,B000HWZ5WY,"Audio CD,Audio CD",496,4.7,Now & Zen Expanded & Remastered,2007
Pop Evil,B00BEWMZ06,"Audio CD,MP3 Music,Vinyl",499,4.7,Onyx,2013
Heathen,B08BWD2S5B,"Audio CD,MP3 Music,Vinyl",500,4.7,Empire Of The Blind, | 
White Lion,B000002ILG,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",501,4.7,Pride,1990
Kiss,B000001FPE,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",497,4.7,Smashes Thrashes & Hits,1988
Dragonforce,B000C9DU7Y,"Audio CD,MP3 Music",498,4.7,Inhuman Rampage,2006
Billy Joel,B000002BVU,"Audio CD,Audio, Cassette",497,4.7,The Complete Hits Collection: 1973-1997,1997
Fort Minor,B000BKSISA,"Audio CD,MP3 Music,Vinyl",495,4.7,"Rising Tied, The",2005
Saxon,B09MZLCX77,"Audio CD,MP3 Music,Vinyl",495,4.7,Wheels of Steel,2022
Kid Rock,B0000CC6QE,"Audio CD,MP3 Music,Vinyl",497,4.7,Kid Rock,2003
Haken,B00DYFCY6Q,"Audio CD,MP3 Music,Vinyl",491,4.7,Mountain,2013
Mott the Hoople,B000E6EJAC,"Audio CD,MP3 Music,Vinyl",496,4.7,All The Young Dudes,2006
Mushroomhead,B00IZ27H7O,"Audio CD,MP3 Music,Vinyl",498,4.7,The Righteous & The Butterfly,2014
Havok,B085843Z18,"Vinyl,MP3 Music,Audio CD",495,4.7,V,2020
Amaranthe,B01L98GVUY,"Audio CD,MP3 Music,Vinyl",493,4.7,MAXIMALISM,2016
Free,B00005OBSD,"Audio CD,MP3 Music,Vinyl",492,4.7,Tons of Sobs,2003
Jimi Hendrix,B000002P5R,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",494,4.7,First Rays of the New Rising Sun,1997
The Clash,B0000025GL,"Audio CD,Vinyl",491,4.7,The Clash,1990
Rammstein,B09QQSGF3H,"Audio CD,Vinyl",497,4.7,TBC,2022
The Temperance Movement,B00DUPU5KC,"Vinyl,MP3 Music,Audio CD",494,4.7,Temperance Movement,2013
The Cult,B000007WNN,"Audio CD,Vinyl,Audio, Cassette",491,4.7,Electric,2000
Staind,B00000IFX4,"Audio CD,MP3 Music,Audio, Cassette",489,4.7,Dysfunction,1999
Neil Young,B0019LZJD2,"Vinyl,MP3 Music,Audio CD",488,4.7,Live at the Fillmore East 1970,2008
Jimi Hendrix,B00000JHEO,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",490,4.7,Jimi Hendrix : Live at Woodstock,1999
Black Sabbath,B004222UC8,"Audio CD,Vinyl,Audio, Cassette",491,4.7,Eternal Idol,2010
Frank Zappa,B0000009S8,"Audio CD,MP3 Music,Vinyl",488,4.7,Chunga's Revenge,1995
Rainbow,B00000J2SO,Audio CD,488,4.7,Down To Earth Remastered,1999
Lacuna Coil,B07GVZJWK4,"Audio CD,MP3 Music",489,4.7,119 Show: Live In London,2018
Night Flight Orchestra,B09B4KCTS9,"Audio CD,MP3 Music,Vinyl",485,4.7,Aeromantic II,2021
Evergrey,B08PJG7LNZ,"Audio CD,MP3 Music,Vinyl",487,4.7,Escape Of The Phoenix,2021
Axel Rudi Pell,B084DFY4LM,"Audio CD,MP3 Music,Vinyl",486,4.7,Sign Of The Times,2020
The Rolling Stones,B00006AW2O,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",484,4.7,12 X 5,2002
Primus,B000001Y73,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",487,4.7,Tales From The Punchbowl,1995
Mountain,B0012GMV4O,"Audio CD,MP3 Music,Vinyl",483,4.7,Climbing!,2008
Lacuna Coil,B00006RINF,"Audio CD,MP3 Music,Vinyl",486,4.7,Comalies,2012
Now Music,B001RXB4PO,Audio CD,483,4.7,NOW Power Ballads,2009
Don Davis,B00000IFW8,"Audio CD,MP3 Music,Vinyl",478,4.7,The Matrix: Music From The Motion Picture,1999
Hammerfall,B09MYTK1GF,"Audio CD,MP3 Music,Vinyl",477,4.7,Hammer Of Dawn,2022
Kiss,B000001DYJ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",480,4.7,Alive III,1993
Trivium,B000HXDEUI,"Audio CD,MP3 Music,Vinyl",476,4.7,The Crusade,2006
Slayer,B09F1FVKKM,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",474,4.7,Haunting the Chapel,2021
Free,B00005NIL9,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",478,4.7,Fire and Water,1974
Roger Daltrey,B0000AFQS0,"DVD,Multi-Format,VHS Tape",473,4.7,The Who - The Kids Are Alright (Special Edition) [DVD],", et al."
Vixen,B000008M1P,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",471,4.7,Vixen,2004
Coney Hatch,B000BMSGFI,"Audio CD,MP3 Music,Vinyl",59,4.8,Outa Hand,2006
Leprous,B07WFJ9JVX,"Audio CD,MP3 Music,Vinyl",471,4.7,Pitfalls,2019
Kings of Leon,B00009YFP8,"Audio CD,Vinyl",470,4.7,Youth & Young Manhood,2003
Damageplan,B00015VVNE,"Audio CD,MP3 Music,Vinyl",476,4.7,New Found Power,2004
Robert Plant,B000HWZ5VU,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",475,4.7,Pictures At Eleven,2007
Stick to Your Guns,B00722ZFQ8,"Audio CD,MP3 Music,Vinyl",59,4.8,Diamond,2012
Hatebreed,B0000TCOXW,Audio CD,59,4.8,Rise of Brutality UK Edt,2008
UFO,B0018CVQYS,"Audio CD,MP3 Music",59,4.8,Live: UFO,2008
Charlie Daniels Band,B00009WVS9,"Audio CD,MP3 Music",59,4.8,Freedom and Justice For All,2012
AMBUSH,B084DH5PSG,"Audio CD,MP3 Music,Vinyl",59,4.8,Infidel,2020
Skold,B08Q9WF35K,"Audio CD,MP3 Music,Vinyl",59,4.8,Dies Irae,2021
Kataklysm,B003SWNRT8,"Audio CD,MP3 Music,Vinyl",59,4.8,Heavens Venom,2010
Alluvial,B091DV49SW,"Audio CD,MP3 Music,Vinyl",59,4.8,Sarcoma,2021
Roger Daltrey,B001NHZ2KM,"DVD,Multi-Format,VHS Tape",473,4.7,The Who: The Kids Are Alright (Deluxe Edition),", et al."
Roger Daltrey,B0000AFQRZ,"DVD,Multi-Format,VHS Tape",473,4.7,The Who: The Kids Are Alright,", et al."
Madam X,B074P812ZK,"Audio CD,MP3 Music,Vinyl",59,4.8,Monstrocity,2017
XYZ,B000008MIC,"Audio CD,MP3 Music,Audio, Cassette",59,4.8,Hungry,1991
Who,B001NHZ2KW,"DVD,Multi-Format,VHS Tape",473,4.7,The Who: The Kids Are Alright (Special Edition) [DVD],
Thunder,B0000074GM,Audio CD,59,4.8,Their Finest Hour: & A Bit,2008
Metallica,B01CUMG37Y,Audio CD,59,4.8,Liberte Egalite Fraternite: Live at the Bataclan,2016
Uriah Heep,B000006M7S,"Audio CD,Vinyl",59,4.8,Firefly,
Skeletal Remains,B0915LCLNJ,"Vinyl,MP3 Music,Audio CD",59,4.8,Condemned To Misery Bonus 2021 black,2021
Y&T,B00D605EZW,"Audio CD,MP3 Music",471,4.7,Earthquake: The A&M Years 1981-1985,2013
ZZ Top,B000CCD0HG,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",471,4.7,Fandango! Expanded 2006,2006
Fear Factory,B00000I8BX,"Audio CD,MP3 Music,Vinyl",472,4.7,Obsolete,1999
Iron Maiden,B004SD6770,"Vinyl,MP3 Music,Audio CD",470,4.7,From Fear to Eternity: The Best of 1990-10,2011
Judas Priest,B01DC0TC3A,"Vinyl,MP3 Music,Audio CD",468,4.7,Battle Cry,2016
Great White,B00J0E366W,"Audio CD,MP3 Music",472,4.7,Absolute Hits,2014
Bachman Turner Overdrive,B00004YLPV,"Audio CD,MP3 Music",466,4.7,The Best of Bachman-Turner Overdrive: The Millennium Collection 20th Century Masters,2000
Social Distortion,B000QFCCUA,"Audio CD,MP3 Music,Vinyl",464,4.7,Greatest Hits,2007
Metal Church,B07HSJWMYW,"Audio CD,MP3 Music,Vinyl",467,4.7,Damned If You Do,2018
Clutch,B00W34UTRK,"Vinyl,MP3 Music,Audio CD",470,4.7,From Beale Street To Oblivion,2015
,6304235682,"VHS Tape,Blu-ray,DVD",468,4.7,Rolling Stones Rock & Roll Circus VHS,
Kyuss,B00K7PB6CY,"Vinyl,MP3 Music,Audio CD",461,4.7,...And the Circus Leaves Town,2014
Queensrÿche,B083XQF3MY,"Vinyl,Audio CD",464,4.7,Operation: Mindcrime,2021
Volbeat,B07RBJLZ4N,"Vinyl,MP3 Music",464,4.7,"Rewind, Replay, Rebound",2019
Deep Purple,B000026KGA,Audio CD,464,4.7,Who Do We Think We Are,2000
Blackfoot,B00DQQLS9W,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",466,4.7,Strikes,2013
Motley Crue,B000A2XCIU,"DVD,Multi-Format",463,4.7,Motley Crue: Carnival of Sins [DVD],", et al."
Motley Crue,B0016FWLAA,"Multi-Format,DVD",463,4.7,Motley Crue: Carnival of Sins Live [Blu-ray],
Johnny Winter,B0012GMVZI,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",459,4.7,Johnny Winter And / Live,2008
Blue Oyster Cult,B0012GMZH2,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",461,4.7,Cultosaurus Erectus,2008
Bloodhound Gang,B00001QGP4,"Audio CD,MP3 Music,Vinyl",463,4.7,Hooray for Boobies,2000
Rob Zombie,B000ENWKN8,"Audio CD,MP3 Music,Vinyl",458,4.7,Educated Horses,2006
Aldo Nova,B0000025O6,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",460,4.7,ALDO NOVA,1985
Dangerous Toys,B0012GMWAW,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",456,4.7,Dangerous Toys,2008
Foreigner,B000063NE0,"Audio CD,MP3 Music,Vinyl,Audio DVD,Audio, Cassette",460,4.7,Foreigner Expanded 2002,2002
Epica,B0BNW2ZB4D,"Vinyl,MP3 Music,Audio CD",457,4.7,The Holographic Principle - Splatter,2023
Sonic Youth,B000003TA9,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",457,4.7,Dirty,1992
Steve Lacy,B0821MYSZB,"Vinyl,MP3 Music,Audio CD",457,4.7,Apollo XXI - Exclusive Limited Edition Metallic Gold Colored Vinyl LP #/3000 [Condition-VG+NM],2019
Joan Jett & The Blackhearts,B000001L66,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",459,4.7,Bad Reputation,1993
,6302415993,"VHS Tape,Blu-ray,DVD",454,4.7,The Rolling Stones - Gimme Shelter [VHS],
Rush,B000001ET1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",454,4.7,A Show of Hands,1997
Lou Reed,B00000637V,"Audio CD,MP3 Music,Vinyl",453,4.7,Berlin,1998
Paul Rodgers,B000008K4R,"Audio CD,Vinyl",451,4.7,Muddy Water Blues: A Tribute to Muddy Waters,1993
Frank Zappa,B0000009T2,"Audio CD,MP3 Music",451,4.7,Shut Up 'n Play Yer Guitar,1995
Jethro Tull,B0000YB7Z8,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",449,4.7,Bursting Out 2004,2004
Code Orange,B083N3DP5V,"Audio CD,MP3 Music,Vinyl",452,4.7,Underneathe,2020
Exodus,B00MNCW0SS,"Audio CD,Vinyl",448,4.7,"Blood In, Blood Out",2014
Revolution Saints,B0742VVC9Z,"Audio CD,MP3 Music,Vinyl",453,4.7,Light In The Dark,2017
Sacred Reich,B07SXQR6PP,"Audio CD,MP3 Music,Vinyl",452,4.7,Awakening,2019
Tremonti,B00WMCORYE,"Audio CD,MP3 Music",448,4.7,Cauterize,2015
Magnum,B076V4CJQB,"Audio CD,MP3 Music,Vinyl",451,4.7,Lost On The Road To Eternity,2018
Symphony X,B00XZABLJG,"Vinyl,MP3 Music,Audio CD",451,4.7,Underworld,2015
Magnum,B076V6Q6TC,"Vinyl,MP3 Music,Audio CD",451,4.7,Lost On The Road To Eternity,2018
Blue Oyster Cult,B0012GMWFW,"Audio CD,MP3 Music",447,4.7,Blue Oyster Cult,2008
James Gang,B00004TH66,"Audio CD,Vinyl",447,4.7,Rides Again,2000
Testament,B09QXN5DY1,"Vinyl,MP3 Music,Audio CD",447,4.7,The Formation of Damnation White w/ Blue & Green Splatter,2022
Slipknot,B00007BHOE,"DVD,VHS Tape",451,4.7,Slipknot - Disasterpieces,
Allman Brothers Band,B000089RVP,"Audio CD,MP3 Music,Vinyl",446,4.7,Hittin' the Note,2003
The Sword,B003TEJTU6,"Vinyl,MP3 Music,Audio CD",447,4.7,Warp Riders,2010
Cheap Trick,B00004YC1W,"Audio CD,MP3 Music",447,4.7,Cheap Trick - Authorized Greatest Hits,2000
"CAMPBELL,PHIL AND THE BASTARD SONS",B077JHFSPM,"Audio CD,MP3 Music,Vinyl",447,4.7,Age Of Absurdity,2018
Scorpions,B000001EUT,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",448,4.7,World Wide Live Remastered,1997
The Neal Morse Band,B0972Y1BBY,"Audio CD,Vinyl",447,4.7,Innocence & Danger,2021
In This Moment,B003N3R9XM,"Audio CD,MP3 Music",443,4.7,A Star-Crossed Wasteland,2010
Ministry,B000002LJ0,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",443,4.7,"Mind Is A Terrible Thing To Taste, The",1989
Quiet Riot,B0012GMZFE,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",442,4.7,Condition Critical,1984
Lita Ford,B0012GMX2O,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",440,4.7,Lita,2008
Godsmack,B000EXOAAO,"Audio CD,MP3 Music",439,4.7,Iv,2006
The Kinks,B08KTY2S9D,"Vinyl,MP3 Music,Audio CD",441,4.7,"Lola Versus Powerman and the Moneygoround, Pt. 1",2021
Whitesnake,B000K4X2UQ,"Audio CD,Vinyl,Audio, Cassette",443,4.7,Live in the Heart of the City,2007
Eric Clapton,B00000JNMN,"Audio CD,MP3 Music",441,4.7,Blues,1999
Testament,B000002IPZ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",441,4.7,Souls of Black,1990
Queensrÿche,B00009L1UR,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",444,4.7,Promised Land,2003
Amaranthe,B08BWF2JW8,Audio CD,441,4.7,Manifest Lim. Mediabook incl. 4 bonus tracks,2020
Black Label Society,B003Q35E9A,"Audio CD,MP3 Music,Vinyl",443,4.7,Order of the Black,2011
Darkthrone,B093MTX8M5,"Audio CD,Vinyl",442,4.7,Eternal Hails,2021
Pantera,B0036BDQFQ,Vinyl,436,4.7,Far Beyond Driven,2010
ZZ Top,B000002KJO,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",437,4.7,Rio Grande Mud,1990
Asking Alexandria,B002ISID10,"Audio CD,MP3 Music,Audio CD,Vinyl",436,4.7,Stand Up And Scream,2009
Annihilator,B0000248L0,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",436,4.7,Never Neverland,2001
Vader,B077TK2BYG,"Audio CD,MP3 Music,Vinyl",437,4.7,Solitude In Madness,2020
Epica,B0BNW4LBTJ,"Vinyl,MP3 Music,Audio CD",435,4.7,Design Your Universe,2023
Quiet Riot,B000002A4G,"Audio CD,MP3 Music,Audio, Cassette",436,4.7,Quiet Riot - The Greatest Hits,1996
The Rolling Stones,B00272NH04,"Audio CD,Vinyl",434,4.7,Steel Wheels,2009
David Bowie,B00166QJRU,"Audio CD,MP3 Music,Vinyl",434,4.7,Live in Santa Monica 72,2008
Blind Guardian,B0758JBV8W,"Audio CD,MP3 Music",435,4.7,Nightfall In Middle Earth,2017
Twisted Sister,B000ICLTKK,"Audio CD,MP3 Music,Vinyl",435,4.7,A Twisted Christmas,2006
The Who,B000002P1N,"Audio CD,Audio, Cassette",433,4.7,My Generation: The Very Best of the Who,1996
Thunder,B0021UDIJM,"Audio CD,MP3 Music",436,4.7,The Very Best of Thunder,2009
Alice Cooper,B00004TZYJ,"Audio CD,MP3 Music",431,4.7,Mascara & Monsters - The Best Of Alice Cooper,2001
Styx,B000002GF6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",430,4.7,Kilroy Was Here,1990
Bring Me the Horizon,B017WXJ59O,"Vinyl,MP3 Music,Audio CD",433,4.7,There Is a Hell Believe Me I've Seen It There Is a,2016
Jimi Hendrix,B000002P5U,"Audio CD,Vinyl",429,4.7,Electric Ladyland,1997
In This Moment,B000MCH5N6,"Audio CD,MP3 Music,Vinyl",429,4.7,Beautiful Tragedy,2012
Pretty Maids,B07TKNFVQK,"Audio CD,MP3 Music,Vinyl",431,4.7,Undress Your Madness,2019
Keith Richards,B000000WJ2,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",431,4.7,Main Offender,1992
Hawkwind,B000LYIT4Y,"Vinyl,Audio CD",432,4.7,Warrior On The Edge Of Time,
Bob Seger,B000GY721K,Audio CD,431,4.7,Face The Promise,2006
Collective Soul,B000002IYS,"Audio CD,Unbound",430,4.7,Hints Allegations and Things Left Unsaid,1994
Hollywood Undead,B00AGKH912,"Audio CD,MP3 Music",429,4.7,Notes From The Underground,2013
REO Speedwagon,B0002JE8WK,"Audio CD,MP3 Music",426,4.7,The Essential REO Speedwagon,2004
Papa Roach,B008Y1YFOE,"Audio CD,Vinyl",426,4.7,The Connection,2012
My Dying Bride,B0833VGQ6Y,"Vinyl,MP3 Music,Audio CD",425,4.7,The Ghost Of Orion,2020
Over Kill,B072MLF2S7,"Vinyl,MP3 Music,Audio CD",423,4.7,The Grinding Wheel,2017
Slade,B000GJ0MC6,"Audio CD,MP3 Music,Vinyl",425,4.7,Old New Borrowed & Blue,2006
Blue Oyster Cult,B00000EGD7,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",425,4.7,On Your Feet or on Your Knees,
W.A.S.P.,B00ZSUZCJQ,"Audio CD,Audio CD",424,4.7,Dominator,2022
Kamelot,B079LPDTLP,"Audio CD,MP3 Music,Vinyl",422,4.7,The Shadow Theory Deluxe,2018
Heaven & Hell,B000TSJVIU,"DVD,Audio CD",421,4.7,Heaven & Hell: Live from Radio City Music Hall [DVD],
311,B00009YFP9,"Audio CD,MP3 Music,Vinyl",424,4.7,Evolver,2003
Pat Benatar,B00193PUWK,"Audio CD,MP3 Music",422,4.7,Ultimate Collection,2008
The Doors,B000MG1ZG0,"Audio CD,Vinyl",420,4.7,Morrison Hotel 40th Anniversary Mixes Expanded,2007
April Wine,B003AIBGNY,"Audio CD,MP3 Music",58,4.8,One For The Road: Canadian Tour 1984,2010
Shotgun Messiah,B000008KOD,Audio CD,58,4.8,Violent New Breed,1993
Mork,B074BWHRK7,"Audio CD,MP3 Music,Vinyl",58,4.8,Eremittens Dal,2017
Paladin,B07Q8Q7BNT,"Audio CD,MP3 Music,Vinyl",58,4.8,Ascension,2019
Gorgoroth,B076L8Z7TV,"Audio CD,Vinyl",58,4.8,Under The Sign Of Hell,2017
P.O.D.,B00004W5HZ,"Audio CD,MP3 Music,Audio, Cassette",58,4.8,Brown,2002
Every Time I Die,B000TLMVT8,"Audio CD,MP3 Music",58,4.8,The Big Dirty,2007
Christian Death,B002HQ80F2,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",58,4.8,ASHES,2012
Disincarnate,B07B5Y8S3N,"Audio CD,MP3 Music",58,4.8,Dreams of the Carrion Kind,2018
Kryptos,B07QSPJV74,"Audio CD,MP3 Music,Vinyl",58,4.8,Afterburner,2019
Revocation,B004XEG8UK,"Audio CD,MP3 Music",58,4.8,Chaos of Forms,2011
Electric Wizard,B00M4T4JZW,Vinyl,58,4.8,Time To Die,2014
Phil Campbell,B07W3RQMFF,"Audio CD,MP3 Music,Vinyl",422,4.7,Old Lions Still Roar in OCard,2019
Gwar,B000003AAW,"Audio CD,MP3 Music,Vinyl",58,4.8,RagNaRok,
Akhlys,B00UHPUG5W,"Audio CD,MP3 Music,Vinyl",58,4.8,The Dreaming I,2018
Wishbone Ash,B000002OLU,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",419,4.7,Wishbone Ash,1992
Rush,B000GAKJAK,DVD,417,4.7,Rush: Exit Stage Left,
Hellyeah,B000NJLM2S,"Audio CD,MP3 Music",420,4.7,HELLYEAH,2007
Motörhead,B000005RQ2,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",420,4.7,Motörhead On Parole,2000
